parishId,parishSlug,parishName,website,type,lat,long,parishAddress,parishDiocese,parishDioceseSlug,dioceseUrl,parishFamily,parishFamilySlug,parishDeanery,parishDeanerySlug,sundayMassTimes,dailyMassTimes,latinMass,confessionTimes,adorationTimes,overnightAdoration,benedictionTimes,devotions,parishCityCounty,parishCityCountySlug,parishProvinceState,provinceStateSlug,parishCountry,parishCountrySlug,parishPhone,parishEmail,parishNationality,parishPhotos,cathedral,basilica,shareBuildingSlug,shareBuildingName,parishesNotes,parishesLastUpdate
106,st-patrick-kinkora,St. Patrick,https://phccatholic.com,Parish,43.477222,-81.074091,"Kinkora, 4597 Road 145 RR 1, Sebringville, ON N0K 1X0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Perth Huron Crossroads Catholic Family of Parishes,perth-huron-crossroads-catholic-family-of-parishes,Huron-Perth,huronperth-diocese-of-london-canada,Sunday 11:00,Friday 09:15,,Saturday 11:00-12:00,,,,,Kinkora,kinkora-ontario-canada,Ontario,ontario,Canada,canada,519-345-2972,phccatholic@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/huronperth/stpatrickkinkora1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_london/huronperth/stpatrickkinkora2.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_london/huronperth/stpatrickkinkora3.webp,,,,,"Mass Times are subject to change, check the weekly bulletin.",12/2/2025
107,st-vincent-de-paul-mitchell,St. Vincent de Paul,https://phccatholic.com,Parish,43.4719,-81.199597,"29 Park Ln, Mitchell, ON N0K 1N0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Perth Huron Crossroads Catholic Family of Parishes,perth-huron-crossroads-catholic-family-of-parishes,Huron-Perth,huronperth-diocese-of-london-canada,Saturday 19:00; Sunday 09:00,Tuesday 19:00,,,First Friday 09:00-21:00,,,,Mitchell,mitchell-ontario-canada,Ontario,ontario,Canada,canada,519-345-2972,phccatholic@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/huronperth/stvincentdepaul.webp,,,,,"Mass Times are subject to change, check the weekly bulletin.; First Friday Adoration only takes place from September to June.",12/2/2025
108,sacred-heart-wingham,Sacred Heart,https://northernhuronperthcatholic.dol.ca,Parish,43.883155,-81.307824,"220 Carling Terrace, Wingham, ON N0G 2W0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Northern Huron Perth Catholic Family of Parishes,northern-huron-perth-catholic-family-of-parishes,Huron-Perth,huronperth-diocese-of-london-canada,Sunday 09:00,,,,,,,,Wingham,wingham-ontario-canada,Ontario,ontario,Canada,canada,519-291-4400,alysy@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/huronperth/sacredheartwingham.webp,,,,,"For Daily Mass times and confession times, please refer to the weekly bulletin, which can be found on the website under the About tab.; In case of poor weather conditions, you can check to see if Mass is canceled by going to the website, hovering over About, and clicking ""Winter Weather Updates"".",12/2/2025
109,st-ambrose-brussels,St. Ambrose,https://northernhuronperthcatholic.dol.ca,Catholic Church,43.744235,-81.254759,"17 Flora St, Brussels, ON N0G 1H0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Northern Huron Perth Catholic Family of Parishes,northern-huron-perth-catholic-family-of-parishes,Huron-Perth,huronperth-diocese-of-london-canada,Saturday 18:00,,,,,,,,Brussels,brussels-ontario-canada,Ontario,ontario,Canada,canada,519-291-4400,alysy@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/huronperth/stambrose.webp,,,,,"For Daily Mass times and confession times, please refer to the weekly bulletin, which can be found on the website under the About tab.; In case of poor weather conditions, you can check to see if Mass is canceled by going to the website, hovering over About, and clicking ""Winter Weather Updates"".",12/2/2025
110,st-joseph-listowel,St. Joseph,https://northernhuronperthcatholic.dol.ca,Parish,43.74296,-80.945066,"1025 Wallace Ave N, Listowel, ON N4W 3G6, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Northern Huron Perth Catholic Family of Parishes,northern-huron-perth-catholic-family-of-parishes,Huron-Perth,huronperth-diocese-of-london-canada,Sunday 11:00,,,,,,,,Listowel,listowel-ontario-canada,Ontario,ontario,Canada,canada,519-291-4400,alysy@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/huronperth/stjosephlistowel.webp,,,,,"For Daily Mass times and confession times, please refer to the weekly bulletin, which can be found on the website under the About tab.; In case of poor weather conditions, you can check to see if Mass is canceled by going to the website, hovering over About, and clicking ""Winter Weather Updates"".",12/2/2025
111,immaculate-conception-stratford,Immaculate Conception,https://avonthamescatholic.dol.ca,Parish,43.368004,-80.971642,"50 Well St, Stratford, ON N5A 4L7, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Avon-Thames Catholic Family of Parishes,avonthames-catholic-family-of-parishes,Huron-Perth,huronperth-diocese-of-london-canada,Saturday 17:00,Wednesday 08:00,,Saturday 16:00-16:30,,,,,Stratford,stratford-ontario-canada,Ontario,ontario,Canada,canada,519-271-6722 ,avonthamescatholic@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/huronperth/immaculateconception.webp,,,,,"The future of this Parish is undergoing the discernment process. By the time you read this, the information on this page might be inaccurate. Please check the website for more details.",12/2/2025
112,st-joseph-stratford,St. Joseph,https://avonthamescatholic.dol.ca,Parish,43.373795,-80.986329,"96 Huron St, Stratford, ON N5A 5S6, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Avon-Thames Catholic Family of Parishes,avonthames-catholic-family-of-parishes,Huron-Perth,huronperth-diocese-of-london-canada,Sunday 08:00; Sunday 12:00,Tuesday 19:00; Friday 08:00,,Saturday 11:00-12:00,Tuesday 19:30-21:00; Friday 08:30-21:00,,,,Stratford,stratford-ontario-canada,Ontario,ontario,Canada,canada,519-271-6722 ,avonthamescatholic@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/huronperth/stjosephstratford1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_london/huronperth/stjosephstratford2.webp,,,,,,12/2/2025
113,holy-name-of-mary-st-mary-s,Holy Name of Mary,https://avonthamescatholic.dol.ca,Parish,43.26387,-81.139408,"149 King St N, St. Marys, ON N4X 1C3, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Avon-Thames Catholic Family of Parishes,avonthames-catholic-family-of-parishes,Huron-Perth,huronperth-diocese-of-london-canada,Sunday 10:00,Thursday 10:00,,Sunday 09:00-09:30,Thursday 10:30-12:30,,,,St Mary's,st-marys-ontario-canada,Ontario,ontario,Canada,canada,519-271-6722 ,avonthamescatholic@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/huronperth/holynameofmary.webp,,,,,,12/2/2025
114,holy-trinity-ingersoll,Holy Trinity,https://nocfop.dol.ca,Parish,43.148256,-80.714482,"1420 Devonshire Ave, Woodstock, ON N4T 0M7, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,North Oxford Catholic Family of Parishes,north-oxford-catholic-family-of-parishes,Ingersoll,ingersoll-diocese-of-london-canada,Saturday 17:00; Sunday 08:30; Sunday 12:00,Tuesday 19:00; Wednesday 09:30; Thursday 09:30; Friday 09:30,,Tuesday 18:00-19:00; Thursday 10:00-11:00,Second Saturday 19:00,,,Tuesday 11:00 (Rosary); Tuesday 18:00 (Exposition); Wednesday 10:00 (Rosary); Thursday 10:00 (Exposition); Thursday 10:00 (Rosary); Friday 10:00 (Rosary),Ingersoll,ingersoll-ontario-canada,Ontario,ontario,Canada,canada,(519) 539-0876,nocfop@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/ingersoll/holytrinity.webp,,,,,,12/2/2025
115,sacred-heart-woodstock,Sacred Heart,https://nocfop.dol.ca,Parish,43.042759,-80.888643,"131 Thames St N, Ingersoll, ON N5C 3C9, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,North Oxford Catholic Family of Parishes,north-oxford-catholic-family-of-parishes,Ingersoll,ingersoll-diocese-of-london-canada,Sunday 11:15; Sunday 18:00,Tuesday 11:30; Thursday 11:30,,Tuesday 11:00-11:30; Sunday 17:00-17:45,Second Sunday 19:00,,,Tuesday 11:00 (Rosary),Woodstock,woodstock-ontario-canada,Ontario,ontario,Canada,canada,(519) 485-1802,nocfop@dol.ca,,,,,,,,12/2/2025
116,holy-cross-woodstock,Holy Cross,https://nocfop.dol.ca,Catholic Community,43.121253,-80.774639,"169 Ingersoll Rd, Woodstock, ON N4S 7V6, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,North Oxford Catholic Family of Parishes,north-oxford-catholic-family-of-parishes,Ingersoll,ingersoll-diocese-of-london-canada,Sunday 10:00 (Polish),Friday 19:00 (Polish); First Saturday 09:00,,Friday 18:00-18:30,Monday 18:00-21:00; Wednesday 18:00-21:00; Thursday 18:00-21:00; Friday 19:30-21:00,,,Thursday 18:00-19:00 (Praise and Worship),Woodstock,woodstock-ontario-canada,Ontario,ontario,Canada,canada,(519) 539-3475,nocfop@dol.ca,Polish,https://images.catholicparishes.org/canada/ontario/diocese_of_london/ingersoll/holycross1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_london/ingersoll/holycross2.webp,,,,,,12/2/2025
117,st-bernard-of-clairvaux-waterford,St. Bernard of Clairvaux,https://catholicfamilyparishesnorfolk.dol.ca,Parish,42.924975,-80.294695,"165 Thompson Rd W, Waterford, ON N0E 1Y0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Catholic Family of Parishes in Norfolk,catholic-family-of-parishes-in-norfolk,Ingersoll,ingersoll-diocese-of-london-canada,Sunday 09:00,Wednesday 19:00; Thursday 09:00; Friday 11:30,,Sunday 08:15-09:00,,,,,Waterford,waterford-ontario-canada,Ontario,ontario,Canada,canada,(519) 426-0887,stmarycecilia@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/ingersoll/stbernard.webp,,,,,Wednesday and Friday Mass only take place from Sept.1 - June 30th; Adoration takes place before weekday masses,12/2/2025
118,st-cecilia-port-dover,St. Cecilia,https://catholicfamilyparishesnorfolk.dol.ca,Parish,42.796983,-80.222597,"17 Lynn Park Ave, Port Dover, ON N0A 1N5, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Catholic Family of Parishes in Norfolk,catholic-family-of-parishes-in-norfolk,Ingersoll,ingersoll-diocese-of-london-canada,Sunday 09:00,Wednesday 09:00; Thursday 09:00,,Sunday 08:15-09:00,,,,,Port Dover,port-dover-ontario-canada,Ontario,ontario,Canada,canada,(519) 426-0887,stmarycecilia@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/ingersoll/stceilia1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_london/ingersoll/stceilia2.webp,,,,,Thursday Mass only takes place from Sept 1 - June 30th; Adoration takes place before weekday masses,12/2/2025
119,our-lady-queen-of-martyrs-delhi,"Our Lady, Queen of Martyrs",https://catholicfamilyparishesnorfolk.dol.ca,Parish,42.85321,-80.488919,"110 Adams Ave, Delhi, ON N4B 1R2, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Catholic Family of Parishes in Norfolk,catholic-family-of-parishes-in-norfolk,Ingersoll,ingersoll-diocese-of-london-canada,Saturday 17:00; Sunday 11:00,Tuesday 19:00,,Saturday 16:00-16:30,,,,,Delhi,delhi-ontario-canada,Ontario,ontario,Canada,canada,(519) 582-1312,olmstbern@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/ingersoll/ourladyqueenofmartyrs1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_london/ingersoll/ourladyqueenofmartyrs2.webp,,,,,Adoration takes place before weekday masses,12/2/2025
120,st-mary-simcoe,St. Mary,https://catholicfamilyparishesnorfolk.dol.ca,Parish,42.839039,-80.312274,"211 Union St, Simcoe, ON N3Y 2B3, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Catholic Family of Parishes in Norfolk,catholic-family-of-parishes-in-norfolk,Ingersoll,ingersoll-diocese-of-london-canada,Saturday 17:00; Sunday 11:00,Monday 09:00; Tuesday 19:00; Friday 09:00,,Saturday 16:00-16:30,,,,,Simcoe,simcoe-ontario-canada,Ontario,ontario,Canada,canada,(519) 426-0887,stmarycecilia@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/ingersoll/stmary.webp,,,,,Tuesday Mass only takes place from Sept 1 - June 30th; Adoration takes place before weekday masses,12/2/2025
121,st-mary-tillsonburg,St. Mary,https://etcfp.dol.ca,Parish,42.862054,-80.733998,"51 Venison St W, Tillsonburg, ON N4G 1V1, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Erie Tri-County Catholic Family of Parishes,erie-tricounty-catholic-family-of-parishes,Ingersoll,ingersoll-diocese-of-london-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 18:30; Wednesday 09:30; Friday 09:30,,Friday 08:45-09:15; Saturday 16:00-16:45,Friday 08:45-09:15,,,,Tillsonburg,tillsonburg-ontario-canada,Ontario,ontario,Canada,canada,519-842-3224,etcfp@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/ingersoll/stmarytillsonburg.webp,,,,,,12/2/2025
122,sacred-heart-langton,Sacred Heart,https://etcfp.dol.ca,Parish,42.741024,-80.581037,"24 Albert St, Langton, ON N0E 1G0, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Erie Tri-County Catholic Family of Parishes,erie-tricounty-catholic-family-of-parishes,Ingersoll,ingersoll-diocese-of-london-canada,Sunday 10:30,Thursday 09:30,,,,,,,Langton,langton-ontario-canada,Ontario,ontario,Canada,canada,519-875-4438,etcfp@dol.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_london/ingersoll/sacredheart1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_london/ingersoll/sacredheart2.webp,,,,,,12/2/2025
123,st-michael-walsh,St. Michael,https://etcfp.dol.ca,Catholic Church,42.764461,-80.38677,"978 St John's Rd W, Simcoe, ON N3Y 4K1, Canada",Diocese of London,diocese-of-london-canada,https://dol.ca,Erie Tri-County Catholic Family of Parishes,erie-tricounty-catholic-family-of-parishes,Ingersoll,ingersoll-diocese-of-london-canada,Sunday 08:30,First Tuesday 09:30,,,,,,,Walsh,walsh-ontario-canada,Ontario,ontario,Canada,canada,519-842-3224,etcfp@dol.ca,,,,,,,,12/2/2025
124,our-lady-of-all-souls-hamilton,Our Lady of All Souls,https://www.allsoulshamilton.com,,43.264116,-79.866558,"21 Barton St W, Hamilton, ON L8L 1A2, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 18:00 (Spanish); Sunday 09:00 (Italian); Sunday 10:30; Sunday 12:00 (Spanish),Tuesday 19:00; Wednesday 09:00; Thursday 19:00; Friday 09:00,,Saturday 16:30,,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,(905) 528-1513 ,allsoulshamilton@hamiltondiocese.com,Italian; Spanish,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/allsouls.webp,,,,,Check website for weekly adoration times.,12/28/2025
125,annunciation-of-our-lord-hamilton,Annunciation of Our Lord,https://www.annunciationchurch.ca,,43.223797,-79.897929,"280 Limeridge Rd W, Hamilton, ON L9C 2V2, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:30; Sunday 11:30,Tuesday 19:00; Wednesday 09:00; Thursday 09:00; Friday 09:00,,Tuesday 18:00-18:45; Saturday 16:00-16:45,Monday 07:30-21:30; Tuesday 07:30-21:30; Wednesday 07:30-21:30; Thursday 07:30-21:30; Friday 07:30-21:30; First Friday 18:00-19:00; Saturday 07:30-21:30; Sunday 13:00-17:00,,,Tuesday 18:30-19:00 (Rosary); Wednesday 08:30-09:00 (Rosary); Thursday 08:30-09:00 (Rosary); Friday 08:30-09:00 (Rosary); Saturday 16:00-17:00 (Divine Mercy Chaplet); Saturday 16:30-17:00 (Rosary); Sunday 09:00-09:30 (Rosary); Sunday 11:00-11:30 (Rosary),Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,905-388-2078,annun@rogers.com,,,,,,,"All Adoration times listed are in Adoration Chapel except Adoration specifically on the First Friday of the month.; To gain access to Adoration Chapel, you must apply for a security code through the google form which is linked on the main page of the website.",12/28/2025
126,basilica-of-our-lady-immaculate-guelph,Basilica of Our Lady Immaculate,https://www.basilicaofourlady.com,,43.543027,-80.251659,"28 Norfolk St, Guelph, ON N1H 4H8, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Wellington,wellington-diocese-of-hamilton-canada,Saturday 17:15; Sunday 09:00; Sunday 11:00,Monday 09:00; Tuesday 09:00; Wednesday 07:30; Wednesday 12:15; Thursday 09:00; Friday 09:00,,,,,,,Guelph,guelph-ontario-canada,Ontario,ontario,Canada,canada,519-824-3951,ourlady@churchofourlady.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/basilicaofourladyimmaculate1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/basilicaofourladyimmaculate2.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/basilicaofourladyimmaculate3.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/basilicaofourladyimmaculate4.webp,,yes,,,Check website for weekly confession and adoration times.,12/28/2025
127,blessed-sacrament-burford,Blessed Sacrament,https://blessedsacramentparish.ca,,43.101234,-80.438338,"185 King St, Burford, ON N0E 1A0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Blessed Sacrament and St. Anthony Daniel,blessed-sacrament-and-st-anthony-daniel,Brant,brant-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:30,Tuesday 19:00; Wednesday 08:30; Thursday 08:30; Friday 08:30; First Saturday 09:00,,Tuesday 18:00-18:45; Saturday 16:00-16:45,Tuesday 18:00-19:00; First Friday 09:00-10:00,,,,Burford,burford-ontario-canada,Ontario,ontario,Canada,canada,(519) 449.5143  ,,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/blessedsacrament1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/blessedsacrament2.webp,,,,,,12/28/2025
